doc_id,content,doc_type,topic,argument_type,metadata,full_context
1_97_premise,"The right to speak springs from the innate sense of owning one's self rather than being a property of the state, which means that each individual has the right to their own thoughts and to express them. That right doesn't extend to publication, however, which is where Toure’s argument runs off the rails. If one wants to get published, then either one has to own the means to publication or pay someone else for the service. After all, no one has the right to confiscate someone else's printing press in order to get published.",premise,Internetaccess,attack,TOPIC: Internetaccess | ARGUMENT_TYPE: attack,"TOPIC: Internetaccess | ARGUMENT_TYPE: attack | PREMISE: The right to speak springs from the innate sense of owning one's self rather than being a property of the state, which means that each individual has the right to their own thoughts and to express them. That right doesn't extend to publication, however, which is where Toure’s argument runs off the rails. If one wants to get published, then either one has to own the means to publication or pay someone else for the service. After all, no one has the right to confiscate someone else's printing press in order to get published."
5_232_hypothesis,"One solution is to use information about passengers (voluntarily provided and readily assessable) to eliminate those who have negligible risk factors, which should be the case for 60 to 70 percent of passengers. Then apply state-of-the art technologies for the remaining pool of passengers, for which less information is known, and subject them to the highest level of security screening, and in some cases, not allow them to fly. We can call this behavioral profiling, information profiling, or whatever we wish. However, until we use security resources appropriately, we will never achieve a secure air system.",hypothesis,Securityprofiling,attack,TOPIC: Securityprofiling | ARGUMENT_TYPE: attack,"TOPIC: Securityprofiling | ARGUMENT_TYPE: attack | HYPOTHESIS: One solution is to use information about passengers (voluntarily provided and readily assessable) to eliminate those who have negligible risk factors, which should be the case for 60 to 70 percent of passengers. Then apply state-of-the art technologies for the remaining pool of passengers, for which less information is known, and subject them to the highest level of security screening, and in some cases, not allow them to fly. We can call this behavioral profiling, information profiling, or whatever we wish. However, until we use security resources appropriately, we will never achieve a secure air system."
5_233_premise,"Profiling counterproductively contributes to fear and insecurity. Ibrahim Hooper of the Council on American-Islamic Relations (CAIR) said in December of 2009 after the Christmas Day Bomber incident: ""While everyone supports robust airline security measures, racial and religious profiling are in fact counterproductive and can lead to a climate of insecurity and fear.""",premise,Securityprofiling,neutral,TOPIC: Securityprofiling | ARGUMENT_TYPE: neutral,"TOPIC: Securityprofiling | ARGUMENT_TYPE: neutral | PREMISE: Profiling counterproductively contributes to fear and insecurity. Ibrahim Hooper of the Council on American-Islamic Relations (CAIR) said in December of 2009 after the Christmas Day Bomber incident: ""While everyone supports robust airline security measures, racial and religious profiling are in fact counterproductive and can lead to a climate of insecurity and fear."""
5_233_hypothesis,"Profiling would have caught Christmas day bomber. Brigitte Gabriel, founder and president of ACT! for America, said in December of 2009 that profiling would have picked-up on would-be Christmas Day bomber Umar Farouk Abdulmutallab: ""He paid for his ticket in cash. He did not have any luggage. He has a one-way ticket to the United States. And he is coming to a religious ceremony. It doesn't take more than two brain cells for anybody who is trained in this area to identify this guy as a bomber.",hypothesis,Securityprofiling,neutral,TOPIC: Securityprofiling | ARGUMENT_TYPE: neutral,"TOPIC: Securityprofiling | ARGUMENT_TYPE: neutral | HYPOTHESIS: Profiling would have caught Christmas day bomber. Brigitte Gabriel, founder and president of ACT! for America, said in December of 2009 that profiling would have picked-up on would-be Christmas Day bomber Umar Farouk Abdulmutallab: ""He paid for his ticket in cash. He did not have any luggage. He has a one-way ticket to the United States. And he is coming to a religious ceremony. It doesn't take more than two brain cells for anybody who is trained in this area to identify this guy as a bomber."
5_234_premise,"Profiling counterproductively contributes to fear and insecurity. Ibrahim Hooper of the Council on American-Islamic Relations (CAIR) said in December of 2009 after the Christmas Day Bomber incident: ""While everyone supports robust airline security measures, racial and religious profiling are in fact counterproductive and can lead to a climate of insecurity and fear.""",premise,Securityprofiling,attack,TOPIC: Securityprofiling | ARGUMENT_TYPE: attack,"TOPIC: Securityprofiling | ARGUMENT_TYPE: attack | PREMISE: Profiling counterproductively contributes to fear and insecurity. Ibrahim Hooper of the Council on American-Islamic Relations (CAIR) said in December of 2009 after the Christmas Day Bomber incident: ""While everyone supports robust airline security measures, racial and religious profiling are in fact counterproductive and can lead to a climate of insecurity and fear."""
5_234_hypothesis,"We have seen that certain types of people who fit a certain profile – young men of a particular ethnic background – have been engaged in terror activities, and targeting this sort of passenger would give people a greater sense of security. Profiling has to be backed by this type of statistical and intelligence-based evidence. There would be no point in stopping Muslim grandmothers.",hypothesis,Securityprofiling,attack,TOPIC: Securityprofiling | ARGUMENT_TYPE: attack,"TOPIC: Securityprofiling | ARGUMENT_TYPE: attack | HYPOTHESIS: We have seen that certain types of people who fit a certain profile – young men of a particular ethnic background – have been engaged in terror activities, and targeting this sort of passenger would give people a greater sense of security. Profiling has to be backed by this type of statistical and intelligence-based evidence. There would be no point in stopping Muslim grandmothers."
5_235_premise,"Profiling counterproductively contributes to fear and insecurity. Ibrahim Hooper of the Council on American-Islamic Relations (CAIR) said in December of 2009 after the Christmas Day Bomber incident: ""While everyone supports robust airline security measures, racial and religious profiling are in fact counterproductive and can lead to a climate of insecurity and fear.""",premise,Securityprofiling,neutral,TOPIC: Securityprofiling | ARGUMENT_TYPE: neutral,"TOPIC: Securityprofiling | ARGUMENT_TYPE: neutral | PREMISE: Profiling counterproductively contributes to fear and insecurity. Ibrahim Hooper of the Council on American-Islamic Relations (CAIR) said in December of 2009 after the Christmas Day Bomber incident: ""While everyone supports robust airline security measures, racial and religious profiling are in fact counterproductive and can lead to a climate of insecurity and fear."""
5_235_hypothesis,"Terrorists are most often Muslims; worth profiling them at the airport. We have to talk about the taboo topic of profiling because terrorism experts are increasingly recognizing that religious ideology makes terrorist organizations and terrorists more likely to commit heinous crimes against civilians, such as blowing an airliner out of the sky. Certainly, it's not an easy or comfortable conversation but it's one, I believe, we must have.",hypothesis,Securityprofiling,neutral,TOPIC: Securityprofiling | ARGUMENT_TYPE: neutral,"TOPIC: Securityprofiling | ARGUMENT_TYPE: neutral | HYPOTHESIS: Terrorists are most often Muslims; worth profiling them at the airport. We have to talk about the taboo topic of profiling because terrorism experts are increasingly recognizing that religious ideology makes terrorist organizations and terrorists more likely to commit heinous crimes against civilians, such as blowing an airliner out of the sky. Certainly, it's not an easy or comfortable conversation but it's one, I believe, we must have."
5_236_premise,"Solar panels collect approximately 8 to 15% of the energy that reaches them, while coal-powered plants achieve about 35% efficiency.",premise,Solarenergy,attack,TOPIC: Solarenergy | ARGUMENT_TYPE: attack,"TOPIC: Solarenergy | ARGUMENT_TYPE: attack | PREMISE: Solar panels collect approximately 8 to 15% of the energy that reaches them, while coal-powered plants achieve about 35% efficiency."
5_236_hypothesis,"Is it possible that solar power will be more cost effective than coal in 12 years? It seems like a pipe dream, but the US government along with huge investors like Goldman Sachs, Chevron, and Google seem to think it's a little better than just a distant possibility. Factoring in tax incentives, likely carbon-capping legislation, and rising natural gas prices, experts are estimating that the prices of coal and solar power will flip-flop by 2020.",hypothesis,Solarenergy,attack,TOPIC: Solarenergy | ARGUMENT_TYPE: attack,"TOPIC: Solarenergy | ARGUMENT_TYPE: attack | HYPOTHESIS: Is it possible that solar power will be more cost effective than coal in 12 years? It seems like a pipe dream, but the US government along with huge investors like Goldman Sachs, Chevron, and Google seem to think it's a little better than just a distant possibility. Factoring in tax incentives, likely carbon-capping legislation, and rising natural gas prices, experts are estimating that the prices of coal and solar power will flip-flop by 2020."
5_237_premise,"Solar panels collect approximately 8 to 15% of the energy that reaches them, while coal-powered plants achieve about 35% efficiency.",premise,Solarenergy,neutral,TOPIC: Solarenergy | ARGUMENT_TYPE: neutral,"TOPIC: Solarenergy | ARGUMENT_TYPE: neutral | PREMISE: Solar panels collect approximately 8 to 15% of the energy that reaches them, while coal-powered plants achieve about 35% efficiency."
5_237_hypothesis,"A new combination of nano and solar technology has made it possible for solar electric generation to be cheaper than burning coal. Nanosolar, Inc. has developed a way to produce a type of ink that absorbs solar radiation and converts into electric current. Photovoltaic (PV) sheets are produced by a machine similar to a printing press, which rolls out the PV ink onto sheets approximately the width of aluminum foil. These PV sheets can be produced at a rate of hundreds of feet per minute.",hypothesis,Solarenergy,neutral,TOPIC: Solarenergy | ARGUMENT_TYPE: neutral,"TOPIC: Solarenergy | ARGUMENT_TYPE: neutral | HYPOTHESIS: A new combination of nano and solar technology has made it possible for solar electric generation to be cheaper than burning coal. Nanosolar, Inc. has developed a way to produce a type of ink that absorbs solar radiation and converts into electric current. Photovoltaic (PV) sheets are produced by a machine similar to a printing press, which rolls out the PV ink onto sheets approximately the width of aluminum foil. These PV sheets can be produced at a rate of hundreds of feet per minute."
5_238_premise,"Solar panels collect approximately 8 to 15% of the energy that reaches them, while coal-powered plants achieve about 35% efficiency.",premise,Solarenergy,attack,TOPIC: Solarenergy | ARGUMENT_TYPE: attack,"TOPIC: Solarenergy | ARGUMENT_TYPE: attack | PREMISE: Solar panels collect approximately 8 to 15% of the energy that reaches them, while coal-powered plants achieve about 35% efficiency."
5_238_hypothesis,"Larry Page, Google co-founder said in late 2007, ""With talented technologists, great partners and significant investments, we hope to rapidly push forward. Our goal is to produce one gigawatt of renewable energy capacity that is cheaper than coal. We are optimistic this can be done in years, not decades"".",hypothesis,Solarenergy,attack,TOPIC: Solarenergy | ARGUMENT_TYPE: attack,"TOPIC: Solarenergy | ARGUMENT_TYPE: attack | HYPOTHESIS: Larry Page, Google co-founder said in late 2007, ""With talented technologists, great partners and significant investments, we hope to rapidly push forward. Our goal is to produce one gigawatt of renewable energy capacity that is cheaper than coal. We are optimistic this can be done in years, not decades""."
5_239_premise,"While sunlight is free, the technology for capturing it is expensive. It is misleading to say that sunlight energy is free. The price of energy resources have always been determined by cost of extracting the energy and transforming it into a consumable form. Indeed, oil is ""free"" to those that discover it, but it is sold at a price related to the expense of extracting and refining the good. Solar energy is the same. The price of sun energy is found in the expense of the technology and other factors involved in extracting it and transforming it into a consumable form. It is not ""free"".",premise,Solarenergy,attack,TOPIC: Solarenergy | ARGUMENT_TYPE: attack,"TOPIC: Solarenergy | ARGUMENT_TYPE: attack | PREMISE: While sunlight is free, the technology for capturing it is expensive. It is misleading to say that sunlight energy is free. The price of energy resources have always been determined by cost of extracting the energy and transforming it into a consumable form. Indeed, oil is ""free"" to those that discover it, but it is sold at a price related to the expense of extracting and refining the good. Solar energy is the same. The price of sun energy is found in the expense of the technology and other factors involved in extracting it and transforming it into a consumable form. It is not ""free""."
5_239_hypothesis,"Solar energy is free after the initial investment. Once installed, there are no recurring costs involved with Solar Energy.",hypothesis,Solarenergy,attack,TOPIC: Solarenergy | ARGUMENT_TYPE: attack,"TOPIC: Solarenergy | ARGUMENT_TYPE: attack | HYPOTHESIS: Solar energy is free after the initial investment. Once installed, there are no recurring costs involved with Solar Energy."
5_240_premise,"Compared to fossil fuels, sunlight is a weak energy source because the radiation strength is ""diluted"" by the time the rays reach earth. This makes its collection more difficult and expensive. In general, more high technology, equipment, and land-area are required with solar energy to produce the same amount of energy as other resources. This makes it more challenging and expensive.",premise,Solarenergy,attack,TOPIC: Solarenergy | ARGUMENT_TYPE: attack,"TOPIC: Solarenergy | ARGUMENT_TYPE: attack | PREMISE: Compared to fossil fuels, sunlight is a weak energy source because the radiation strength is ""diluted"" by the time the rays reach earth. This makes its collection more difficult and expensive. In general, more high technology, equipment, and land-area are required with solar energy to produce the same amount of energy as other resources. This makes it more challenging and expensive."
5_240_hypothesis,"Solar energy is free after the initial investment. Once installed, there are no recurring costs involved with Solar Energy.",hypothesis,Solarenergy,attack,TOPIC: Solarenergy | ARGUMENT_TYPE: attack,"TOPIC: Solarenergy | ARGUMENT_TYPE: attack | HYPOTHESIS: Solar energy is free after the initial investment. Once installed, there are no recurring costs involved with Solar Energy."
5_241_premise,"Compared to fossil fuels, sunlight is a weak energy source because the radiation strength is ""diluted"" by the time the rays reach earth. This makes its collection more difficult and expensive. In general, more high technology, equipment, and land-area are required with solar energy to produce the same amount of energy as other resources. This makes it more challenging and expensive.",premise,Solarenergy,attack,TOPIC: Solarenergy | ARGUMENT_TYPE: attack,"TOPIC: Solarenergy | ARGUMENT_TYPE: attack | PREMISE: Compared to fossil fuels, sunlight is a weak energy source because the radiation strength is ""diluted"" by the time the rays reach earth. This makes its collection more difficult and expensive. In general, more high technology, equipment, and land-area are required with solar energy to produce the same amount of energy as other resources. This makes it more challenging and expensive."
5_241_hypothesis,"Is it possible that solar power will be more cost effective than coal in 12 years? It seems like a pipe dream, but the US government along with huge investors like Goldman Sachs, Chevron, and Google seem to think it's a little better than just a distant possibility. Factoring in tax incentives, likely carbon-capping legislation, and rising natural gas prices, experts are estimating that the prices of coal and solar power will flip-flop by 2020.",hypothesis,Solarenergy,attack,TOPIC: Solarenergy | ARGUMENT_TYPE: attack,"TOPIC: Solarenergy | ARGUMENT_TYPE: attack | HYPOTHESIS: Is it possible that solar power will be more cost effective than coal in 12 years? It seems like a pipe dream, but the US government along with huge investors like Goldman Sachs, Chevron, and Google seem to think it's a little better than just a distant possibility. Factoring in tax incentives, likely carbon-capping legislation, and rising natural gas prices, experts are estimating that the prices of coal and solar power will flip-flop by 2020."
5_242_premise,"Compared to fossil fuels, sunlight is a weak energy source because the radiation strength is ""diluted"" by the time the rays reach earth. This makes its collection more difficult and expensive. In general, more high technology, equipment, and land-area are required with solar energy to produce the same amount of energy as other resources. This makes it more challenging and expensive.",premise,Solarenergy,attack,TOPIC: Solarenergy | ARGUMENT_TYPE: attack,"TOPIC: Solarenergy | ARGUMENT_TYPE: attack | PREMISE: Compared to fossil fuels, sunlight is a weak energy source because the radiation strength is ""diluted"" by the time the rays reach earth. This makes its collection more difficult and expensive. In general, more high technology, equipment, and land-area are required with solar energy to produce the same amount of energy as other resources. This makes it more challenging and expensive."
5_242_hypothesis,"Larry Page, Google co-founder said in late 2007, ""With talented technologists, great partners and significant investments, we hope to rapidly push forward. Our goal is to produce one gigawatt of renewable energy capacity that is cheaper than coal. We are optimistic this can be done in years, not decades"".",hypothesis,Solarenergy,attack,TOPIC: Solarenergy | ARGUMENT_TYPE: attack,"TOPIC: Solarenergy | ARGUMENT_TYPE: attack | HYPOTHESIS: Larry Page, Google co-founder said in late 2007, ""With talented technologists, great partners and significant investments, we hope to rapidly push forward. Our goal is to produce one gigawatt of renewable energy capacity that is cheaper than coal. We are optimistic this can be done in years, not decades""."
5_243_premise,"Compared to fossil fuels, sunlight is a weak energy source because the radiation strength is ""diluted"" by the time the rays reach earth. This makes its collection more difficult and expensive. In general, more high technology, equipment, and land-area are required with solar energy to produce the same amount of energy as other resources. This makes it more challenging and expensive.",premise,Solarenergy,attack,TOPIC: Solarenergy | ARGUMENT_TYPE: attack,"TOPIC: Solarenergy | ARGUMENT_TYPE: attack | PREMISE: Compared to fossil fuels, sunlight is a weak energy source because the radiation strength is ""diluted"" by the time the rays reach earth. This makes its collection more difficult and expensive. In general, more high technology, equipment, and land-area are required with solar energy to produce the same amount of energy as other resources. This makes it more challenging and expensive."
5_243_hypothesis,"A new combination of nano and solar technology has made it possible for solar electric generation to be cheaper than burning coal. Nanosolar, Inc. has developed a way to produce a type of ink that absorbs solar radiation and converts into electric current. Photovoltaic (PV) sheets are produced by a machine similar to a printing press, which rolls out the PV ink onto sheets approximately the width of aluminum foil. These PV sheets can be produced at a rate of hundreds of feet per minute.",hypothesis,Solarenergy,attack,TOPIC: Solarenergy | ARGUMENT_TYPE: attack,"TOPIC: Solarenergy | ARGUMENT_TYPE: attack | HYPOTHESIS: A new combination of nano and solar technology has made it possible for solar electric generation to be cheaper than burning coal. Nanosolar, Inc. has developed a way to produce a type of ink that absorbs solar radiation and converts into electric current. Photovoltaic (PV) sheets are produced by a machine similar to a printing press, which rolls out the PV ink onto sheets approximately the width of aluminum foil. These PV sheets can be produced at a rate of hundreds of feet per minute."
5_244_premise,"Compared to fossil fuels, sunlight is a weak energy source because the radiation strength is ""diluted"" by the time the rays reach earth. This makes its collection more difficult and expensive. In general, more high technology, equipment, and land-area are required with solar energy to produce the same amount of energy as other resources. This makes it more challenging and expensive.",premise,Solarenergy,attack,TOPIC: Solarenergy | ARGUMENT_TYPE: attack,"TOPIC: Solarenergy | ARGUMENT_TYPE: attack | PREMISE: Compared to fossil fuels, sunlight is a weak energy source because the radiation strength is ""diluted"" by the time the rays reach earth. This makes its collection more difficult and expensive. In general, more high technology, equipment, and land-area are required with solar energy to produce the same amount of energy as other resources. This makes it more challenging and expensive."
5_244_hypothesis,Many solar energy systems are now price competitive with coal.,hypothesis,Solarenergy,attack,TOPIC: Solarenergy | ARGUMENT_TYPE: attack,TOPIC: Solarenergy | ARGUMENT_TYPE: attack | HYPOTHESIS: Many solar energy systems are now price competitive with coal.
5_245_premise,"Compared to fossil fuels, sunlight is a weak energy source because the radiation strength is ""diluted"" by the time the rays reach earth. This makes its collection more difficult and expensive. In general, more high technology, equipment, and land-area are required with solar energy to produce the same amount of energy as other resources. This makes it more challenging and expensive.",premise,Solarenergy,neutral,TOPIC: Solarenergy | ARGUMENT_TYPE: neutral,"TOPIC: Solarenergy | ARGUMENT_TYPE: neutral | PREMISE: Compared to fossil fuels, sunlight is a weak energy source because the radiation strength is ""diluted"" by the time the rays reach earth. This makes its collection more difficult and expensive. In general, more high technology, equipment, and land-area are required with solar energy to produce the same amount of energy as other resources. This makes it more challenging and expensive."
5_245_hypothesis,High oil prices make solar more competitive. High oil prices in recent years have made solar power much more price competitive.,hypothesis,Solarenergy,neutral,TOPIC: Solarenergy | ARGUMENT_TYPE: neutral,TOPIC: Solarenergy | ARGUMENT_TYPE: neutral | HYPOTHESIS: High oil prices make solar more competitive. High oil prices in recent years have made solar power much more price competitive.
5_246_premise,"Compared to fossil fuels, sunlight is a weak energy source because the radiation strength is ""diluted"" by the time the rays reach earth. This makes its collection more difficult and expensive. In general, more high technology, equipment, and land-area are required with solar energy to produce the same amount of energy as other resources. This makes it more challenging and expensive.",premise,Solarenergy,neutral,TOPIC: Solarenergy | ARGUMENT_TYPE: neutral,"TOPIC: Solarenergy | ARGUMENT_TYPE: neutral | PREMISE: Compared to fossil fuels, sunlight is a weak energy source because the radiation strength is ""diluted"" by the time the rays reach earth. This makes its collection more difficult and expensive. In general, more high technology, equipment, and land-area are required with solar energy to produce the same amount of energy as other resources. This makes it more challenging and expensive."
5_246_hypothesis,"The employment opportunities created by solar power are interesting because they involve a high degree of interaction between the employee and communities that are demanding solar energy. That is, solar business transactions occur at a local level in face-to-fact deals and sales. More centralized forms of energy production (coal, oil, nuclear) entail employment opportunities that often isolate employees in far off places in which they have very little interaction with the communities that they are actually serving.",hypothesis,Solarenergy,neutral,TOPIC: Solarenergy | ARGUMENT_TYPE: neutral,"TOPIC: Solarenergy | ARGUMENT_TYPE: neutral | HYPOTHESIS: The employment opportunities created by solar power are interesting because they involve a high degree of interaction between the employee and communities that are demanding solar energy. That is, solar business transactions occur at a local level in face-to-fact deals and sales. More centralized forms of energy production (coal, oil, nuclear) entail employment opportunities that often isolate employees in far off places in which they have very little interaction with the communities that they are actually serving."
5_247_premise,"Compared to fossil fuels, sunlight is a weak energy source because the radiation strength is ""diluted"" by the time the rays reach earth. This makes its collection more difficult and expensive. In general, more high technology, equipment, and land-area are required with solar energy to produce the same amount of energy as other resources. This makes it more challenging and expensive.",premise,Solarenergy,attack,TOPIC: Solarenergy | ARGUMENT_TYPE: attack,"TOPIC: Solarenergy | ARGUMENT_TYPE: attack | PREMISE: Compared to fossil fuels, sunlight is a weak energy source because the radiation strength is ""diluted"" by the time the rays reach earth. This makes its collection more difficult and expensive. In general, more high technology, equipment, and land-area are required with solar energy to produce the same amount of energy as other resources. This makes it more challenging and expensive."
5_247_hypothesis,"Slowly but steadily, solar has been in the throes of a quiet revolution, with efficiencies rising, costs falling, and new technological breakthroughs — including the recent development of nano-thin photovoltaic materials — all dramatically changing the game.",hypothesis,Solarenergy,attack,TOPIC: Solarenergy | ARGUMENT_TYPE: attack,"TOPIC: Solarenergy | ARGUMENT_TYPE: attack | HYPOTHESIS: Slowly but steadily, solar has been in the throes of a quiet revolution, with efficiencies rising, costs falling, and new technological breakthroughs — including the recent development of nano-thin photovoltaic materials — all dramatically changing the game."
5_248_premise,"Compared to fossil fuels, sunlight is a weak energy source because the radiation strength is ""diluted"" by the time the rays reach earth. This makes its collection more difficult and expensive. In general, more high technology, equipment, and land-area are required with solar energy to produce the same amount of energy as other resources. This makes it more challenging and expensive.",premise,Solarenergy,attack,TOPIC: Solarenergy | ARGUMENT_TYPE: attack,"TOPIC: Solarenergy | ARGUMENT_TYPE: attack | PREMISE: Compared to fossil fuels, sunlight is a weak energy source because the radiation strength is ""diluted"" by the time the rays reach earth. This makes its collection more difficult and expensive. In general, more high technology, equipment, and land-area are required with solar energy to produce the same amount of energy as other resources. This makes it more challenging and expensive."
5_248_hypothesis,"Solar energy panels can be added to meet growing needs. If a household or business demands more energy, it can always adds solar panels. Solar energy is easily scalable in this way.",hypothesis,Solarenergy,attack,TOPIC: Solarenergy | ARGUMENT_TYPE: attack,"TOPIC: Solarenergy | ARGUMENT_TYPE: attack | HYPOTHESIS: Solar energy panels can be added to meet growing needs. If a household or business demands more energy, it can always adds solar panels. Solar energy is easily scalable in this way."
5_249_premise,"Compared to fossil fuels, sunlight is a weak energy source because the radiation strength is ""diluted"" by the time the rays reach earth. This makes its collection more difficult and expensive. In general, more high technology, equipment, and land-area are required with solar energy to produce the same amount of energy as other resources. This makes it more challenging and expensive.",premise,Solarenergy,neutral,TOPIC: Solarenergy | ARGUMENT_TYPE: neutral,"TOPIC: Solarenergy | ARGUMENT_TYPE: neutral | PREMISE: Compared to fossil fuels, sunlight is a weak energy source because the radiation strength is ""diluted"" by the time the rays reach earth. This makes its collection more difficult and expensive. In general, more high technology, equipment, and land-area are required with solar energy to produce the same amount of energy as other resources. This makes it more challenging and expensive."
5_249_hypothesis,The recovery/payback period can be very short. This is the length of time it takes to begin making profits on solar energy.,hypothesis,Solarenergy,neutral,TOPIC: Solarenergy | ARGUMENT_TYPE: neutral,TOPIC: Solarenergy | ARGUMENT_TYPE: neutral | HYPOTHESIS: The recovery/payback period can be very short. This is the length of time it takes to begin making profits on solar energy.
5_250_premise,"Compared to fossil fuels, sunlight is a weak energy source because the radiation strength is ""diluted"" by the time the rays reach earth. This makes its collection more difficult and expensive. In general, more high technology, equipment, and land-area are required with solar energy to produce the same amount of energy as other resources. This makes it more challenging and expensive.",premise,Solarenergy,attack,TOPIC: Solarenergy | ARGUMENT_TYPE: attack,"TOPIC: Solarenergy | ARGUMENT_TYPE: attack | PREMISE: Compared to fossil fuels, sunlight is a weak energy source because the radiation strength is ""diluted"" by the time the rays reach earth. This makes its collection more difficult and expensive. In general, more high technology, equipment, and land-area are required with solar energy to produce the same amount of energy as other resources. This makes it more challenging and expensive."
5_250_hypothesis,"Solar energy is abundant. Every minute, enough energy arrives at planet Earth to meet human energy demands for a year. It is, therefore, the most abundant energy source available to humans. This abundance makes it an economic gem.",hypothesis,Solarenergy,attack,TOPIC: Solarenergy | ARGUMENT_TYPE: attack,"TOPIC: Solarenergy | ARGUMENT_TYPE: attack | HYPOTHESIS: Solar energy is abundant. Every minute, enough energy arrives at planet Earth to meet human energy demands for a year. It is, therefore, the most abundant energy source available to humans. This abundance makes it an economic gem."
5_251_premise,"While sunlight is free, the technology for capturing it is expensive. It is misleading to say that sunlight energy is free. The price of energy resources have always been determined by cost of extracting the energy and transforming it into a consumable form. Indeed, oil is ""free"" to those that discover it, but it is sold at a price related to the expense of extracting and refining the good. Solar energy is the same. The price of sun energy is found in the expense of the technology and other factors involved in extracting it and transforming it into a consumable form. It is not ""free"".",premise,Solarenergy,attack,TOPIC: Solarenergy | ARGUMENT_TYPE: attack,"TOPIC: Solarenergy | ARGUMENT_TYPE: attack | PREMISE: While sunlight is free, the technology for capturing it is expensive. It is misleading to say that sunlight energy is free. The price of energy resources have always been determined by cost of extracting the energy and transforming it into a consumable form. Indeed, oil is ""free"" to those that discover it, but it is sold at a price related to the expense of extracting and refining the good. Solar energy is the same. The price of sun energy is found in the expense of the technology and other factors involved in extracting it and transforming it into a consumable form. It is not ""free""."
5_251_hypothesis,"Is it possible that solar power will be more cost effective than coal in 12 years? It seems like a pipe dream, but the US government along with huge investors like Goldman Sachs, Chevron, and Google seem to think it's a little better than just a distant possibility. Factoring in tax incentives, likely carbon-capping legislation, and rising natural gas prices, experts are estimating that the prices of coal and solar power will flip-flop by 2020.",hypothesis,Solarenergy,attack,TOPIC: Solarenergy | ARGUMENT_TYPE: attack,"TOPIC: Solarenergy | ARGUMENT_TYPE: attack | HYPOTHESIS: Is it possible that solar power will be more cost effective than coal in 12 years? It seems like a pipe dream, but the US government along with huge investors like Goldman Sachs, Chevron, and Google seem to think it's a little better than just a distant possibility. Factoring in tax incentives, likely carbon-capping legislation, and rising natural gas prices, experts are estimating that the prices of coal and solar power will flip-flop by 2020."
5_252_premise,"While sunlight is free, the technology for capturing it is expensive. It is misleading to say that sunlight energy is free. The price of energy resources have always been determined by cost of extracting the energy and transforming it into a consumable form. Indeed, oil is ""free"" to those that discover it, but it is sold at a price related to the expense of extracting and refining the good. Solar energy is the same. The price of sun energy is found in the expense of the technology and other factors involved in extracting it and transforming it into a consumable form. It is not ""free"".",premise,Solarenergy,attack,TOPIC: Solarenergy | ARGUMENT_TYPE: attack,"TOPIC: Solarenergy | ARGUMENT_TYPE: attack | PREMISE: While sunlight is free, the technology for capturing it is expensive. It is misleading to say that sunlight energy is free. The price of energy resources have always been determined by cost of extracting the energy and transforming it into a consumable form. Indeed, oil is ""free"" to those that discover it, but it is sold at a price related to the expense of extracting and refining the good. Solar energy is the same. The price of sun energy is found in the expense of the technology and other factors involved in extracting it and transforming it into a consumable form. It is not ""free""."
5_252_hypothesis,"Larry Page, Google co-founder said in late 2007, ""With talented technologists, great partners and significant investments, we hope to rapidly push forward. Our goal is to produce one gigawatt of renewable energy capacity that is cheaper than coal. We are optimistic this can be done in years, not decades"".",hypothesis,Solarenergy,attack,TOPIC: Solarenergy | ARGUMENT_TYPE: attack,"TOPIC: Solarenergy | ARGUMENT_TYPE: attack | HYPOTHESIS: Larry Page, Google co-founder said in late 2007, ""With talented technologists, great partners and significant investments, we hope to rapidly push forward. Our goal is to produce one gigawatt of renewable energy capacity that is cheaper than coal. We are optimistic this can be done in years, not decades""."
5_253_premise,"While sunlight is free, the technology for capturing it is expensive. It is misleading to say that sunlight energy is free. The price of energy resources have always been determined by cost of extracting the energy and transforming it into a consumable form. Indeed, oil is ""free"" to those that discover it, but it is sold at a price related to the expense of extracting and refining the good. Solar energy is the same. The price of sun energy is found in the expense of the technology and other factors involved in extracting it and transforming it into a consumable form. It is not ""free"".",premise,Solarenergy,attack,TOPIC: Solarenergy | ARGUMENT_TYPE: attack,"TOPIC: Solarenergy | ARGUMENT_TYPE: attack | PREMISE: While sunlight is free, the technology for capturing it is expensive. It is misleading to say that sunlight energy is free. The price of energy resources have always been determined by cost of extracting the energy and transforming it into a consumable form. Indeed, oil is ""free"" to those that discover it, but it is sold at a price related to the expense of extracting and refining the good. Solar energy is the same. The price of sun energy is found in the expense of the technology and other factors involved in extracting it and transforming it into a consumable form. It is not ""free""."
5_253_hypothesis,"A new combination of nano and solar technology has made it possible for solar electric generation to be cheaper than burning coal. Nanosolar, Inc. has developed a way to produce a type of ink that absorbs solar radiation and converts into electric current. Photovoltaic (PV) sheets are produced by a machine similar to a printing press, which rolls out the PV ink onto sheets approximately the width of aluminum foil. These PV sheets can be produced at a rate of hundreds of feet per minute.",hypothesis,Solarenergy,attack,TOPIC: Solarenergy | ARGUMENT_TYPE: attack,"TOPIC: Solarenergy | ARGUMENT_TYPE: attack | HYPOTHESIS: A new combination of nano and solar technology has made it possible for solar electric generation to be cheaper than burning coal. Nanosolar, Inc. has developed a way to produce a type of ink that absorbs solar radiation and converts into electric current. Photovoltaic (PV) sheets are produced by a machine similar to a printing press, which rolls out the PV ink onto sheets approximately the width of aluminum foil. These PV sheets can be produced at a rate of hundreds of feet per minute."
