t/0/_id,t/0/__text,h/_id,h/__text,_task,_id,_topic,_complex-attack,_argument,_entailment,t/1/_id,t/1/__text,_aargument
6,"On the surface, natural gas cars seem alright, but the topic becomes a bit different when these cars are competing against ""zero emission"" alternatives such as electric cars that are powered utilizing a solar grid.",9,"Gasoline vehicles can be converted to run on natural gas. This means that heavy-polluting vehicles can be transformed into much lower-emission vehicles. This is key, as the millions of gasoline vehicles on the road currently cannot be immediately removed from the road.",ARG,276,Gasvehicles,mediated,unrelated,,,,
6,"On the surface, natural gas cars seem alright, but the topic becomes a bit different when these cars are competing against ""zero emission"" alternatives such as electric cars that are powered utilizing a solar grid.",14,"Natural gas can help smooth the transition to renewable energy. Natural gas is a good first step in cutting emissions, and can act as a bridge to cleaner alternatives. The supporters of the Broadwater LNG terminal in Long Island Sound make this case: ""Natural gas play a vital role in providing a bridge from traditional fossil fuels to a renewable energy future"".",ARG,277,Gasvehicles,mediated,attack,,,,
6,"On the surface, natural gas cars seem alright, but the topic becomes a bit different when these cars are competing against ""zero emission"" alternatives such as electric cars that are powered utilizing a solar grid.",13,"Natural gas vehicles reduce emissions, fight global warming U.S. Department of Energy. ""Natural Gas"". - ""Serving alternative fuel vehicles (AFVs), natural gas is clean burning and produces significantly fewer harmful emissions than reformulated gasoline.""",ARG,278,Gasvehicles,mediated,attack,,,,
6,"On the surface, natural gas cars seem alright, but the topic becomes a bit different when these cars are competing against ""zero emission"" alternatives such as electric cars that are powered utilizing a solar grid.",2,"As the nation looks for ways to reduce air pollution from vehicles, natural gas is the ideal environmental alternative to gasoline. For starters, natural gas is clean. (It's the same clean-burning natural gas that you use to cook or heat your home). Vehicles fueled with natural gas can dramatically reduce emissions of carbon monoxide and reactive hydrocarbons-which interact with sunlight to produce ozone, the principal component of smog. Natural Gas Vehicles also reduce emissions of carbon dioxide, the principal ""greenhouse"" gas.",ARG,279,Gasvehicles,mediated,,,,,attack
11,"Using mobiles on the road could improve safety, for example, by allowing delayed employees to ring in to the office rather than drive recklessly in an effort to arrive more promptly. Drivers now often use mobile phones to report accidents to the emergency services, and alert the police to dangerous driving, stray animals, unsafe loads, etc.",4,"Research shows that drivers speaking on a mobile phone have much slower reactions in braking tests than non-users, and are worse even than if they have been drinking.",ARG,280,Cellphones,mediated,attack,,,,
11,"Using mobiles on the road could improve safety, for example, by allowing delayed employees to ring in to the office rather than drive recklessly in an effort to arrive more promptly. Drivers now often use mobile phones to report accidents to the emergency services, and alert the police to dangerous driving, stray animals, unsafe loads, etc.",5,"In Britain, a study a few years ago, using a driving simulator, found that motorists using hand-held phones took 30 per cent longer to react to hazards than motorists driving under the influence of alcohol and 50 per cent longer than drivers not under the influence.",ARG,281,Cellphones,mediated,attack,,,,
11,"Using mobiles on the road could improve safety, for example, by allowing delayed employees to ring in to the office rather than drive recklessly in an effort to arrive more promptly. Drivers now often use mobile phones to report accidents to the emergency services, and alert the police to dangerous driving, stray animals, unsafe loads, etc.",3,"Physically holding a handset removes one hand from the controls, making accidents more likely, while dialling is even worse, as it also requires the user to divert their attention away from the road.",ARG,282,Cellphones,mediated,attack,,,,
11,"Using mobiles on the road could improve safety, for example, by allowing delayed employees to ring in to the office rather than drive recklessly in an effort to arrive more promptly. Drivers now often use mobile phones to report accidents to the emergency services, and alert the police to dangerous driving, stray animals, unsafe loads, etc.",6,Even more dangerous than talking on the phone while driving is fumbling in a pocket or handbag for a ringing phone while travelling at 100kmh on the motorway.,ARG,283,Cellphones,mediated,attack,,,,
11,"Using mobiles on the road could improve safety, for example, by allowing delayed employees to ring in to the office rather than drive recklessly in an effort to arrive more promptly. Drivers now often use mobile phones to report accidents to the emergency services, and alert the police to dangerous driving, stray animals, unsafe loads, etc.",8,Driving while using cellphones reduces safety margins. Those who assert they know the difference between safe and unsafe use of phones should ask themselves if they are equally confident that the testosterone-loaded 18-year-old rushing from football practice to meet his girlfriend will show the same good judgment when his phone beeps as he approaches in the opposite direction.,ARG,284,Cellphones,mediated,attack,contradiction,,,
2,"Citizens' judgement should be trusted in using cell phones. For example, it is responsible to use a cell phone while the car is at a standstill in gridlocked traffic, while waiting at traffic lights, or on a quiet road with good visibility ahead. The driver should be taught to use cell phones on the road with discretion, rather than rigidly banning their use all together.",4,"Research shows that drivers speaking on a mobile phone have much slower reactions in braking tests than non-users, and are worse even than if they have been drinking.",ARG,285,Cellphones,mediated,unrelated,,,,
2,"Citizens' judgement should be trusted in using cell phones. For example, it is responsible to use a cell phone while the car is at a standstill in gridlocked traffic, while waiting at traffic lights, or on a quiet road with good visibility ahead. The driver should be taught to use cell phones on the road with discretion, rather than rigidly banning their use all together.",5,"In Britain, a study a few years ago, using a driving simulator, found that motorists using hand-held phones took 30 per cent longer to react to hazards than motorists driving under the influence of alcohol and 50 per cent longer than drivers not under the influence.",ARG,286,Cellphones,mediated,attack,,,,
2,"Citizens' judgement should be trusted in using cell phones. For example, it is responsible to use a cell phone while the car is at a standstill in gridlocked traffic, while waiting at traffic lights, or on a quiet road with good visibility ahead. The driver should be taught to use cell phones on the road with discretion, rather than rigidly banning their use all together.",3,"Physically holding a handset removes one hand from the controls, making accidents more likely, while dialling is even worse, as it also requires the user to divert their attention away from the road.",ARG,287,Cellphones,mediated,attack,,,,
2,"Citizens' judgement should be trusted in using cell phones. For example, it is responsible to use a cell phone while the car is at a standstill in gridlocked traffic, while waiting at traffic lights, or on a quiet road with good visibility ahead. The driver should be taught to use cell phones on the road with discretion, rather than rigidly banning their use all together.",6,Even more dangerous than talking on the phone while driving is fumbling in a pocket or handbag for a ringing phone while travelling at 100kmh on the motorway.,ARG,288,Cellphones,mediated,attack,,,,
2,"Citizens' judgement should be trusted in using cell phones. For example, it is responsible to use a cell phone while the car is at a standstill in gridlocked traffic, while waiting at traffic lights, or on a quiet road with good visibility ahead. The driver should be taught to use cell phones on the road with discretion, rather than rigidly banning their use all together.",8,Driving while using cellphones reduces safety margins. Those who assert they know the difference between safe and unsafe use of phones should ask themselves if they are equally confident that the testosterone-loaded 18-year-old rushing from football practice to meet his girlfriend will show the same good judgment when his phone beeps as he approaches in the opposite direction.,ARG,289,Cellphones,mediated,attack,,,,
9,"Regulation could negate the safety benefits of having a phone in the car. When you're stuck in traffic, calling to say you'll be late can reduce stress and make you less inclined to drive aggressively to make up lost time.",4,"Research shows that drivers speaking on a mobile phone have much slower reactions in braking tests than non-users, and are worse even than if they have been drinking.",ARG,290,Cellphones,mediated,attack,contradiction,,,
9,"Regulation could negate the safety benefits of having a phone in the car. When you're stuck in traffic, calling to say you'll be late can reduce stress and make you less inclined to drive aggressively to make up lost time.",5,"In Britain, a study a few years ago, using a driving simulator, found that motorists using hand-held phones took 30 per cent longer to react to hazards than motorists driving under the influence of alcohol and 50 per cent longer than drivers not under the influence.",ARG,291,Cellphones,mediated,attack,,,,
9,"Regulation could negate the safety benefits of having a phone in the car. When you're stuck in traffic, calling to say you'll be late can reduce stress and make you less inclined to drive aggressively to make up lost time.",3,"Physically holding a handset removes one hand from the controls, making accidents more likely, while dialling is even worse, as it also requires the user to divert their attention away from the road.",ARG,292,Cellphones,mediated,unrelated,,,,
9,"Regulation could negate the safety benefits of having a phone in the car. When you're stuck in traffic, calling to say you'll be late can reduce stress and make you less inclined to drive aggressively to make up lost time.",6,Even more dangerous than talking on the phone while driving is fumbling in a pocket or handbag for a ringing phone while travelling at 100kmh on the motorway.,ARG,293,Cellphones,mediated,unrelated,,,,
9,"Regulation could negate the safety benefits of having a phone in the car. When you're stuck in traffic, calling to say you'll be late can reduce stress and make you less inclined to drive aggressively to make up lost time.",8,Driving while using cellphones reduces safety margins. Those who assert they know the difference between safe and unsafe use of phones should ask themselves if they are equally confident that the testosterone-loaded 18-year-old rushing from football practice to meet his girlfriend will show the same good judgment when his phone beeps as he approaches in the opposite direction.,ARG,294,Cellphones,mediated,attack,,,,
22,"Marijuana use directly threatens other's liberties. Various risks to other citizens are greatly enhanced by marijuana use. Because marijuana impairs judgement and motor skills in various ways, people on a high who attempt to drive or operate heavy machinery risk other people's lives or health. Impaired judgement from marijuana use also has the potential to lead to violent encounters.",19,"Many people seem to be under the impression that the use of illegal drugs is something that may be forced on someone. However, unless coerced by force, this is normally not the case. Because laws are a part of our everyday lives, we are taught what things are legal and illegal by law, through life experience. By definition, illegal drugs are not legal to use. Since marijuana is illegal, then use, cultivation, sale and distribution is illegal as well. One doesn't have to be aware of the moral or health related issues that go along with something to know that it's illegal. Therefore, if someone wishes to commit an illegal act, then the punishment for getting caught is the punishment of the illegal act violating the law.",ARG,296,Marijuanafree,mediated,attack,,,,
22,"Marijuana use directly threatens other's liberties. Various risks to other citizens are greatly enhanced by marijuana use. Because marijuana impairs judgement and motor skills in various ways, people on a high who attempt to drive or operate heavy machinery risk other people's lives or health. Impaired judgement from marijuana use also has the potential to lead to violent encounters.",4,"People should be at liberty to treat their bodies how they want to. Indeed, people are allowed to eat and drink to their detriment and even death, so why shouldn't they be able to harm themselves with marijuana use? This is, of course, assuming that their use does not harm anyone else. This means, as with substances such as alcohol or cigarrettes, that regulations be put in place to ensure that one individual's consumption of marijuana does not violate the liberties of another citizen. If this is achievable with alcohol and cigarettes, it seems achievable with marijuana.",ARG,297,Marijuanafree,mediated,attack,,,,
15,Marijuana's public health costs violate tax-payer liberties.,20,"Historic leaders would oppose social engineering on Marijuana-use Thomas Jefferson: ""I predict future happiness for Americans if they can prevent the government from wasting the labors of the people under the pretense of taking care of them."" Another example is Thomas Paine, who said: ""It is the duty of every patriot to protect his country from its government.""",ARG,298,Marijuanafree,mediated,attack,,,,
8,Various risks to other citizens are greatly enhanced by marijuana use.,17,"The problem with illegalizing marijuana is that it lumps the most moderate of uses of marijuana in with the worst of abuses. Just like with alcohol, there are scales of use that fall within responsible to irresponsible to abusive categories. The responsible use of marijuana might involve the recreational use of the drug a couple of times a year and in very small doses, such as, a single toke. Does it make sense for such innocuous levels of consumption to be illegal? No. And, yet, in states where marijuana is illegal, such levels of consumption are illegal. Instead of this system, marijuana should be legally regulated like alcohol on the basis of abuse in circumstances where it has the potential to threaten other citizens, such as before driving or operating machinery.",ARG,299,Marijuanafree,mediated,unrelated,,,,
8,Various risks to other citizens are greatly enhanced by marijuana use.,2,"Individuals should be free to use marijuana. If an individual wants to harm themselves, they should be free to do so.",ARG,300,Marijuanafree,mediated,attack,,,,
8,Various risks to other citizens are greatly enhanced by marijuana use.,4,"People should be at liberty to treat their bodies how they want to. Indeed, people are allowed to eat and drink to their detriment and even death, so why shouldn't they be able to harm themselves with marijuana use? This is, of course, assuming that their use does not harm anyone else. This means, as with substances such as alcohol or cigarrettes, that regulations be put in place to ensure that one individual's consumption of marijuana does not violate the liberties of another citizen. If this is achievable with alcohol and cigarettes, it seems achievable with marijuana.",ARG,301,Marijuanafree,mediated,attack,,,,
8,Various risks to other citizens are greatly enhanced by marijuana use.,19,"Many people seem to be under the impression that the use of illegal drugs is something that may be forced on someone. However, unless coerced by force, this is normally not the case. Because laws are a part of our everyday lives, we are taught what things are legal and illegal by law, through life experience. By definition, illegal drugs are not legal to use. Since marijuana is illegal, then use, cultivation, sale and distribution is illegal as well. One doesn't have to be aware of the moral or health related issues that go along with something to know that it's illegal. Therefore, if someone wishes to commit an illegal act, then the punishment for getting caught is the punishment of the illegal act violating the law.",ARG,302,Marijuanafree,mediated,attack,,,,
8,Various risks to other citizens are greatly enhanced by marijuana use.,5,"Marijuana induces different experiences in different individuals; some of these experiences are great, some are terrible and harmful. Individuals should be free to choose to use marijuana or not, depending on their relative experience.",ARG,304,Marijuanafree,mediated,unrelated,,,,
8,Various risks to other citizens are greatly enhanced by marijuana use.,7,"Although cannabis does indeed have some harmful effects, it is no more harmful than legal substances like alcohol and tobacco. As a matter of fact, research by the British Medical Association shows that nicotine is far more addictive than cannabis. Furthermore, the consumption of alcohol and the smoking of cigarettes cause more deaths per year than does the use of cannabis. The legalization of cannabis will remove an anomaly in the law whereby substances that are more dangerous than cannabis are legal whilst the possession and use of cannabis remains unlawful.",ARG,305,Marijuanafree,mediated,unrelated,,,,
8,Various risks to other citizens are greatly enhanced by marijuana use.,20,"Historic leaders would oppose social engineering on Marijuana-use Thomas Jefferson: ""I predict future happiness for Americans if they can prevent the government from wasting the labors of the people under the pretense of taking care of them."" Another example is Thomas Paine, who said: ""It is the duty of every patriot to protect his country from its government.""",ARG,306,Marijuanafree,mediated,unrelated,,,,
14,"First, decriminalizing marijuana possession will enable users to spend more time being high. When people can walk the streets with it in their pockets without fear of arrest, they will have it more often and use it more often. It is hardly an encouraging prospect to think that marijuana users will be high more often. Such a disastrous outcome will put even more pressure on our families, communities, businesses, health services, and law enforcement officials.",17,"The problem with illegalizing marijuana is that it lumps the most moderate of uses of marijuana in with the worst of abuses. Just like with alcohol, there are scales of use that fall within responsible to irresponsible to abusive categories. The responsible use of marijuana might involve the recreational use of the drug a couple of times a year and in very small doses, such as, a single toke. Does it make sense for such innocuous levels of consumption to be illegal? No. And, yet, in states where marijuana is illegal, such levels of consumption are illegal. Instead of this system, marijuana should be legally regulated like alcohol on the basis of abuse in circumstances where it has the potential to threaten other citizens, such as before driving or operating machinery.",ARG,307,Marijuanafree,mediated,attack,,,,
14,"First, decriminalizing marijuana possession will enable users to spend more time being high. When people can walk the streets with it in their pockets without fear of arrest, they will have it more often and use it more often. It is hardly an encouraging prospect to think that marijuana users will be high more often. Such a disastrous outcome will put even more pressure on our families, communities, businesses, health services, and law enforcement officials.",2,"Individuals should be free to use marijuana. If an individual wants to harm themselves, they should be free to do so.",ARG,308,Marijuanafree,mediated,attack,contradiction,,,
14,"First, decriminalizing marijuana possession will enable users to spend more time being high. When people can walk the streets with it in their pockets without fear of arrest, they will have it more often and use it more often. It is hardly an encouraging prospect to think that marijuana users will be high more often. Such a disastrous outcome will put even more pressure on our families, communities, businesses, health services, and law enforcement officials.",4,"People should be at liberty to treat their bodies how they want to. Indeed, people are allowed to eat and drink to their detriment and even death, so why shouldn't they be able to harm themselves with marijuana use? This is, of course, assuming that their use does not harm anyone else. This means, as with substances such as alcohol or cigarrettes, that regulations be put in place to ensure that one individual's consumption of marijuana does not violate the liberties of another citizen. If this is achievable with alcohol and cigarettes, it seems achievable with marijuana.",ARG,308,Marijuanafree,mediated,attack,,,,
14,"First, decriminalizing marijuana possession will enable users to spend more time being high. When people can walk the streets with it in their pockets without fear of arrest, they will have it more often and use it more often. It is hardly an encouraging prospect to think that marijuana users will be high more often. Such a disastrous outcome will put even more pressure on our families, communities, businesses, health services, and law enforcement officials.",19,"Many people seem to be under the impression that the use of illegal drugs is something that may be forced on someone. However, unless coerced by force, this is normally not the case. Because laws are a part of our everyday lives, we are taught what things are legal and illegal by law, through life experience. By definition, illegal drugs are not legal to use. Since marijuana is illegal, then use, cultivation, sale and distribution is illegal as well. One doesn't have to be aware of the moral or health related issues that go along with something to know that it's illegal. Therefore, if someone wishes to commit an illegal act, then the punishment for getting caught is the punishment of the illegal act violating the law.",ARG,309,Marijuanafree,mediated,unrelated,,,,
14,"First, decriminalizing marijuana possession will enable users to spend more time being high. When people can walk the streets with it in their pockets without fear of arrest, they will have it more often and use it more often. It is hardly an encouraging prospect to think that marijuana users will be high more often. Such a disastrous outcome will put even more pressure on our families, communities, businesses, health services, and law enforcement officials.",5,"Marijuana induces different experiences in different individuals; some of these experiences are great, some are terrible and harmful. Individuals should be free to choose to use marijuana or not, depending on their relative experience.",ARG,311,Marijuanafree,mediated,attack,,,,
14,"First, decriminalizing marijuana possession will enable users to spend more time being high. When people can walk the streets with it in their pockets without fear of arrest, they will have it more often and use it more often. It is hardly an encouraging prospect to think that marijuana users will be high more often. Such a disastrous outcome will put even more pressure on our families, communities, businesses, health services, and law enforcement officials.",7,"Although cannabis does indeed have some harmful effects, it is no more harmful than legal substances like alcohol and tobacco. As a matter of fact, research by the British Medical Association shows that nicotine is far more addictive than cannabis. Furthermore, the consumption of alcohol and the smoking of cigarettes cause more deaths per year than does the use of cannabis. The legalization of cannabis will remove an anomaly in the law whereby substances that are more dangerous than cannabis are legal whilst the possession and use of cannabis remains unlawful.",ARG,312,Marijuanafree,mediated,unrelated,,,,
14,"First, decriminalizing marijuana possession will enable users to spend more time being high. When people can walk the streets with it in their pockets without fear of arrest, they will have it more often and use it more often. It is hardly an encouraging prospect to think that marijuana users will be high more often. Such a disastrous outcome will put even more pressure on our families, communities, businesses, health services, and law enforcement officials.",20,"Historic leaders would oppose social engineering on Marijuana-use Thomas Jefferson: ""I predict future happiness for Americans if they can prevent the government from wasting the labors of the people under the pretense of taking care of them."" Another example is Thomas Paine, who said: ""It is the duty of every patriot to protect his country from its government.""",ARG,313,Marijuanafree,mediated,unrelated,,,,
15,Marijuana's public health costs violate tax-payer liberties.,17,"The problem with illegalizing marijuana is that it lumps the most moderate of uses of marijuana in with the worst of abuses. Just like with alcohol, there are scales of use that fall within responsible to irresponsible to abusive categories. The responsible use of marijuana might involve the recreational use of the drug a couple of times a year and in very small doses, such as, a single toke. Does it make sense for such innocuous levels of consumption to be illegal? No. And, yet, in states where marijuana is illegal, such levels of consumption are illegal. Instead of this system, marijuana should be legally regulated like alcohol on the basis of abuse in circumstances where it has the potential to threaten other citizens, such as before driving or operating machinery.",ARG,314,Marijuanafree,mediated,attack,,,,
15,Marijuana's public health costs violate tax-payer liberties.,2,"Individuals should be free to use marijuana. If an individual wants to harm themselves, they should be free to do so.",ARG,315,Marijuanafree,mediated,attack,,,,
15,Marijuana's public health costs violate tax-payer liberties.,4,"People should be at liberty to treat their bodies how they want to. Indeed, people are allowed to eat and drink to their detriment and even death, so why shouldn't they be able to harm themselves with marijuana use? This is, of course, assuming that their use does not harm anyone else. This means, as with substances such as alcohol or cigarrettes, that regulations be put in place to ensure that one individual's consumption of marijuana does not violate the liberties of another citizen. If this is achievable with alcohol and cigarettes, it seems achievable with marijuana.",ARG,316,Marijuanafree,mediated,attack,,,,
15,Marijuana's public health costs violate tax-payer liberties.,19,"Many people seem to be under the impression that the use of illegal drugs is something that may be forced on someone. However, unless coerced by force, this is normally not the case. Because laws are a part of our everyday lives, we are taught what things are legal and illegal by law, through life experience. By definition, illegal drugs are not legal to use. Since marijuana is illegal, then use, cultivation, sale and distribution is illegal as well. One doesn't have to be aware of the moral or health related issues that go along with something to know that it's illegal. Therefore, if someone wishes to commit an illegal act, then the punishment for getting caught is the punishment of the illegal act violating the law.",ARG,317,Marijuanafree,mediated,unrelated,,,,
15,Marijuana's public health costs violate tax-payer liberties.,5,"Marijuana induces different experiences in different individuals; some of these experiences are great, some are terrible and harmful. Individuals should be free to choose to use marijuana or not, depending on their relative experience.",ARG,319,Marijuanafree,mediated,unrelated,,,,
15,Marijuana's public health costs violate tax-payer liberties.,7,"Although cannabis does indeed have some harmful effects, it is no more harmful than legal substances like alcohol and tobacco. As a matter of fact, research by the British Medical Association shows that nicotine is far more addictive than cannabis. Furthermore, the consumption of alcohol and the smoking of cigarettes cause more deaths per year than does the use of cannabis. The legalization of cannabis will remove an anomaly in the law whereby substances that are more dangerous than cannabis are legal whilst the possession and use of cannabis remains unlawful.",ARG,320,Marijuanafree,mediated,unrelated,,,,
15,Marijuana's public health costs violate tax-payer liberties.,20,"Historic leaders would oppose social engineering on Marijuana-use Thomas Jefferson: ""I predict future happiness for Americans if they can prevent the government from wasting the labors of the people under the pretense of taking care of them."" Another example is Thomas Paine, who said: ""It is the duty of every patriot to protect his country from its government.""",ARG,321,Marijuanafree,mediated,attack,,,,
4,"State recognition of marriage is not a universal right. States regulate marriage in many ways besides denying men the right to marry men, and women the right to marry women. Roughly half of all states prohibit first cousins from marrying, and all prohibit marriage of closer blood relatives, even if the individuals being married are sterile. In all states, it is illegal to attempt to marry more than one person, or even to pass off more than one person as one's spouse. Some states restrict the marriage of people suffering from syphilis or other venereal diseases. Homosexuals, therefore, are not the only people to be denied the right to marry the person of their choosing.",3,"The case for allowing gays to marry begins with equality, pure and simple. Why should one set of loving, consenting adults be denied a right that other such adults have and which, if exercised, will do no damage to anyone else?",ARG,324,Gaymarriage,mediated,attack,contradiction,,,
4,"State recognition of marriage is not a universal right. States regulate marriage in many ways besides denying men the right to marry men, and women the right to marry women. Roughly half of all states prohibit first cousins from marrying, and all prohibit marriage of closer blood relatives, even if the individuals being married are sterile. In all states, it is illegal to attempt to marry more than one person, or even to pass off more than one person as one's spouse. Some states restrict the marriage of people suffering from syphilis or other venereal diseases. Homosexuals, therefore, are not the only people to be denied the right to marry the person of their choosing.",6,"When we refuse to accord the status of civil right to gays and lesbians marriage, we discourage them from forming the same relationships we encourage for others. And we are also telling them, those who love them, and society as a whole that their relationships are less worthy, less legitimate, less permanent, and less valued. We demean their relationships and we demean them as individuals. I cannot imagine how we benefit as a society by doing so.",ARG,325,Gaymarriage,mediated,attack,,,,
4,"State recognition of marriage is not a universal right. States regulate marriage in many ways besides denying men the right to marry men, and women the right to marry women. Roughly half of all states prohibit first cousins from marrying, and all prohibit marriage of closer blood relatives, even if the individuals being married are sterile. In all states, it is illegal to attempt to marry more than one person, or even to pass off more than one person as one's spouse. Some states restrict the marriage of people suffering from syphilis or other venereal diseases. Homosexuals, therefore, are not the only people to be denied the right to marry the person of their choosing.",7,"When gay people say that this is a civil rights issue, we are referring to matters like the fact that we cannot make medical decisions for our partners in an emergency. Instead, the hospitals are usually forced by state laws to go to the families who may be estranged from us for decades, who are often hostile to us, and totally ignore our wishes for the treatment of our partners. These aren't just theoretical issues, either; they happen with surprising frequency.",ARG,326,Gaymarriage,mediated,attack,,,,
5,"The primary intent in restricting marriage to opposite sex couples is to maintain marriage as the institution that fulfils society's need to protect the inherently procreative relationship and its functions for society, and is not to exclude homosexual relationships because they are homosexual. The discrimination involved in the exclusion is a secondary effect which is not desired but unavoidable, and it is justified or excused by the primary purpose which otherwise cannot be realized.",3,"The case for allowing gays to marry begins with equality, pure and simple. Why should one set of loving, consenting adults be denied a right that other such adults have and which, if exercised, will do no damage to anyone else?",ARG,329,Gaymarriage,mediated,attack,,,,
5,"The primary intent in restricting marriage to opposite sex couples is to maintain marriage as the institution that fulfils society's need to protect the inherently procreative relationship and its functions for society, and is not to exclude homosexual relationships because they are homosexual. The discrimination involved in the exclusion is a secondary effect which is not desired but unavoidable, and it is justified or excused by the primary purpose which otherwise cannot be realized.",6,"When we refuse to accord the status of civil right to gays and lesbians marriage, we discourage them from forming the same relationships we encourage for others. And we are also telling them, those who love them, and society as a whole that their relationships are less worthy, less legitimate, less permanent, and less valued. We demean their relationships and we demean them as individuals. I cannot imagine how we benefit as a society by doing so.",ARG,330,Gaymarriage,mediated,attack,,,,
5,"The primary intent in restricting marriage to opposite sex couples is to maintain marriage as the institution that fulfils society's need to protect the inherently procreative relationship and its functions for society, and is not to exclude homosexual relationships because they are homosexual. The discrimination involved in the exclusion is a secondary effect which is not desired but unavoidable, and it is justified or excused by the primary purpose which otherwise cannot be realized.",7,"When gay people say that this is a civil rights issue, we are referring to matters like the fact that we cannot make medical decisions for our partners in an emergency. Instead, the hospitals are usually forced by state laws to go to the families who may be estranged from us for decades, who are often hostile to us, and totally ignore our wishes for the treatment of our partners. These aren't just theoretical issues, either; they happen with surprising frequency.",ARG,331,Gaymarriage,mediated,attack,,,,
10,"Everyone has the right to enter whatever consensual relationships they choose, but no one has the right to have the government recognize and grant special benefits to them merely because of that relationship. Thus, the law cannot recognize ""gay marriage"", ""straight marriage"", and ""bisexual marriage"" as distinct rights. If it did, then there would be no equality amongst them because gays would not have ""straight marriage rights"", bisexuals would not have ""gay marriage rights"", etc. Further, being unmarried is just as much a right as being married, yet the law should not create ""unmarried rights"".",3,"The case for allowing gays to marry begins with equality, pure and simple. Why should one set of loving, consenting adults be denied a right that other such adults have and which, if exercised, will do no damage to anyone else?",ARG,334,Gaymarriage,mediated,attack,contradiction,,,
10,"Everyone has the right to enter whatever consensual relationships they choose, but no one has the right to have the government recognize and grant special benefits to them merely because of that relationship. Thus, the law cannot recognize ""gay marriage"", ""straight marriage"", and ""bisexual marriage"" as distinct rights. If it did, then there would be no equality amongst them because gays would not have ""straight marriage rights"", bisexuals would not have ""gay marriage rights"", etc. Further, being unmarried is just as much a right as being married, yet the law should not create ""unmarried rights"".",6,"When we refuse to accord the status of civil right to gays and lesbians marriage, we discourage them from forming the same relationships we encourage for others. And we are also telling them, those who love them, and society as a whole that their relationships are less worthy, less legitimate, less permanent, and less valued. We demean their relationships and we demean them as individuals. I cannot imagine how we benefit as a society by doing so.",ARG,335,Gaymarriage,mediated,attack,contradiction,,,
10,"Everyone has the right to enter whatever consensual relationships they choose, but no one has the right to have the government recognize and grant special benefits to them merely because of that relationship. Thus, the law cannot recognize ""gay marriage"", ""straight marriage"", and ""bisexual marriage"" as distinct rights. If it did, then there would be no equality amongst them because gays would not have ""straight marriage rights"", bisexuals would not have ""gay marriage rights"", etc. Further, being unmarried is just as much a right as being married, yet the law should not create ""unmarried rights"".",7,"When gay people say that this is a civil rights issue, we are referring to matters like the fact that we cannot make medical decisions for our partners in an emergency. Instead, the hospitals are usually forced by state laws to go to the families who may be estranged from us for decades, who are often hostile to us, and totally ignore our wishes for the treatment of our partners. These aren't just theoretical issues, either; they happen with surprising frequency.",ARG,336,Gaymarriage,mediated,attack,,,,
14,"Surely this is one of the odder paradoxes of animal rights doctrine. It asks us to recognize all that we share with animals and then demands that we act toward them in a most unanimalistic way. Whether or not this is a good idea, we should at least acknowledge that our desire to eat meat is not a trivial matter, no mere 'gastronomic preference.' Whatever else it is, our meat eating is something very deep indeed. Indeed, if we consider humans to be equal to animals and a part of the animal kingdom, it is natural that we find our instincts to eat meat to be of equivalent intensity as compared to other meat-eating animals. If humans are animals too, why should we deny these instincts?",,,ARG,337,Vegetarianism,mediated,unrelated,,10,"Humans are uniquely capable of acting immorally, so capable of assuming a moral inferiority to animals.",
14,"Surely this is one of the odder paradoxes of animal rights doctrine. It asks us to recognize all that we share with animals and then demands that we act toward them in a most unanimalistic way. Whether or not this is a good idea, we should at least acknowledge that our desire to eat meat is not a trivial matter, no mere 'gastronomic preference.' Whatever else it is, our meat eating is something very deep indeed. Indeed, if we consider humans to be equal to animals and a part of the animal kingdom, it is natural that we find our instincts to eat meat to be of equivalent intensity as compared to other meat-eating animals. If humans are animals too, why should we deny these instincts?",,,ARG,338,Vegetarianism,mediated,unrelated,,5,"Many of the physical abilities of animals are astonishing and far superior to the correlating abilities of humans. Eagles, for instance, have many times better eye-sight than humans. They are also better fliers. As such, it is wrong to claim that humans are, generally, superior and thus authorized to eat other animals; we're simply different creatures of no greater or lesser value.",
14,"Surely this is one of the odder paradoxes of animal rights doctrine. It asks us to recognize all that we share with animals and then demands that we act toward them in a most unanimalistic way. Whether or not this is a good idea, we should at least acknowledge that our desire to eat meat is not a trivial matter, no mere 'gastronomic preference.' Whatever else it is, our meat eating is something very deep indeed. Indeed, if we consider humans to be equal to animals and a part of the animal kingdom, it is natural that we find our instincts to eat meat to be of equivalent intensity as compared to other meat-eating animals. If humans are animals too, why should we deny these instincts?",2,"Animal life is equivalent in value to human life. Mahatma Gandhi said ""To my mind, the life of a lamb is no less precious than that of a human being"".",ARG,339,Vegetarianism,mediated,unrelated,,,,
